class,cap-diameter,stem-width,stem-height,weight
edible,9.11,9.62,6.78,110
edible,10.95,18.54,11.0,175
edible,1.38,1.37,4.67,132
edible,6.91,14.73,8.02,36
edible,10.84,17.29,8.56,10
edible,21.61,37.71,18.29,78
edible,8.47,10.98,6.68,199
edible,4.1,9.22,4.62,139
edible,6.32,6.9,6.83,33
edible,5.67,12.6,5.66,38
edible,7.53,12.61,5.28,11
edible,0.91,0.95,5.58,85
edible,9.16,13.14,7.9,81
edible,4.64,8.65,3.71,62
edible,7.02,9.09,6.49,89
edible,2.97,2.57,6.01,163
edible,3.17,3.1,5.06,77
edible,9.44,17.3,5.61,49
edible,11.91,19.29,7.52,51
edible,5.03,5.82,5.28,81
edible,8.91,18.77,4.18,77
edible,10.6,16.44,5.67,172
edible,8.09,9.89,8.33,120
edible,8.32,24.37,10.75,34
edible,9.63,17.49,8.82,194
edible,3.92,3.03,4.7,75
edible,4.92,20.58,4.85,149
edible,5.44,16.52,4.73,107
edible,1.72,2.86,5.78,137
edible,2.68,5.69,4.39,108
edible,5.94,8.66,4.47,126
edible,1.04,1.54,2.96,133
edible,4.65,7.76,7.71,35
edible,1.21,2.09,6.09,167
edible,8.85,20.06,7.41,113
edible,12.73,16.15,7.33,76
edible,8.9,17.59,9.11,162
edible,13.01,22.45,8.03,131
edible,5.25,53.59,7.15,89
edible,11.65,27.03,8.93,19
edible,9.31,25.12,6.28,60
edible,11.51,15.4,2.56,192
edible,1.18,1.75,3.6,31
edible,8.92,22.98,5.75,6
edible,12.98,18.55,18.44,78
edible,3.73,4.68,3.1,68
edible,14.6,23.26,7.3,9
edible,12.41,15.27,9.87,95
edible,13.21,14.3,24.14,72
edible,6.08,23.03,11.25,145
edible,6.48,6.94,6.39,85
edible,6.24,9.82,6.21,89
edible,5.0,6.27,4.89,27
edible,16.17,25.88,8.66,101
edible,3.55,6.36,6.79,182
edible,3.71,7.04,5.4,128
edible,9.33,20.64,4.56,41
edible,52.4,35.37,7.68,34
edible,13.26,23.37,9.71,155
edible,4.01,8.09,7.18,166
edible,12.39,24.92,6.5,196
edible,10.47,14.81,2.5,187
edible,9.6,14.53,9.38,121
edible,4.5,12.52,4.37,13
edible,7.68,17.61,6.02,136
edible,6.5,10.78,5.38,70
edible,8.0,14.88,7.82,124
edible,17.05,34.74,15.18,128
edible,1.49,2.38,4.88,165
edible,6.4,11.99,5.65,164
edible,6.06,12.15,12.12,48
edible,11.26,19.51,5.64,113
edible,1.69,2.55,5.22,41
edible,6.54,20.34,5.61,71
edible,4.74,19.66,5.02,64
edible,3.26,6.08,4.08,191
edible,13.24,57.35,13.02,40
edible,5.98,11.39,7.8,53
edible,7.24,25.79,11.25,183
edible,10.51,21.32,8.77,111
edible,4.88,7.35,7.13,12
edible,6.73,13.14,6.33,182
edible,6.83,10.14,4.87,45
edible,15.87,25.8,8.66,105
edible,11.47,22.3,6.4,117
edible,1.1,1.64,2.88,113
edible,6.93,10.2,6.95,170
edible,6.48,18.25,7.46,90
edible,9.86,17.64,6.46,82
edible,9.3,21.59,6.9,59
edible,10.07,21.05,4.86,114
edible,7.35,16.43,6.32,150
edible,8.7,22.6,5.14,69
edible,10.4,25.41,6.79,68
edible,5.42,5.1,5.42,144
edible,3.14,2.84,4.47,122
edible,8.1,14.97,7.24,173
edible,2.61,6.37,4.45,46
edible,9.47,17.25,7.05,121
edible,5.43,9.06,6.9,192
edible,16.48,18.76,13.0,54
edible,7.76,11.8,5.38,168
edible,9.7,17.54,9.44,52
edible,5.39,11.32,11.59,77
edible,2.44,2.57,6.36,140
edible,6.09,12.81,4.79,157
edible,7.0,16.73,6.64,139
edible,5.37,11.88,6.73,110
edible,5.61,18.18,4.48,12
edible,5.79,12.53,5.59,114
edible,4.65,4.11,6.16,35
edible,6.47,13.0,9.14,16
edible,7.08,12.54,7.89,131
edible,13.34,17.39,9.9,61
edible,5.43,10.03,8.28,198
edible,5.3,7.97,4.44,144
edible,4.81,10.78,5.75,31
edible,6.65,17.3,5.23,50
edible,4.64,10.84,5.12,139
edible,3.79,20.91,5.23,65
edible,1.53,2.43,4.73,190
edible,4.22,8.75,6.4,62
edible,5.51,7.85,4.96,17
edible,12.44,15.42,2.64,185
edible,8.91,17.2,7.0,104
edible,8.34,14.26,10.31,197
edible,8.04,14.68,7.66,53
edible,7.64,13.24,4.5,39
edible,6.56,4.95,6.21,98
edible,3.52,7.07,5.03,99
edible,6.44,11.5,5.71,149
edible,5.04,5.23,7.08,76
edible,8.15,17.53,4.62,199
edible,8.46,18.9,6.83,127
edible,10.55,17.22,9.23,14
edible,1.68,3.4,3.74,166
edible,1.01,1.7,3.18,8
edible,6.62,4.26,5.91,129
edible,3.19,2.86,6.15,33
edible,7.03,12.18,8.83,50
edible,7.72,12.43,9.13,178
edible,6.89,23.14,11.06,81
edible,12.97,28.5,7.16,63
edible,6.4,16.77,7.72,193
edible,6.07,20.2,5.1,70
edible,5.3,14.3,4.13,166
edible,14.53,17.12,11.1,111
edible,9.48,20.42,7.3,90
edible,8.95,29.09,6.82,137
edible,11.77,21.19,5.55,13
edible,3.93,9.03,8.04,24
edible,11.86,25.78,8.37,153
edible,12.15,23.9,9.44,131
edible,14.04,16.98,7.6,21
edible,4.99,10.72,4.73,16
edible,16.54,17.97,10.69,86
edible,1.07,1.06,5.9,71
edible,3.52,2.87,4.33,137
edible,6.4,11.1,4.62,192
edible,8.81,19.2,7.14,57
edible,4.88,4.51,6.69,184
edible,6.48,8.09,3.37,180
edible,2.84,2.87,6.41,151
edible,5.31,12.42,12.4,149
edible,50.67,45.36,9.13,58
edible,1.18,1.71,3.59,72
edible,1.17,1.08,6.0,39
edible,1.49,2.32,5.42,92
edible,7.12,15.28,6.04,173
edible,19.33,20.51,28.44,145
edible,6.49,9.36,5.88,165
edible,8.27,29.09,7.4,19
edible,6.37,11.47,3.41,195
edible,6.68,14.22,5.82,19
edible,10.61,20.15,7.5,35
edible,1.44,2.43,4.94,111
edible,4.52,8.05,7.7,160
edible,10.85,27.84,7.54,14
edible,45.64,36.22,6.15,61
edible,10.37,23.94,6.35,165
edible,18.82,72.0,15.12,11
edible,3.95,5.87,7.49,137
edible,7.17,18.56,6.3,129
edible,4.67,17.9,3.96,123
edible,10.05,20.92,4.84,84
edible,1.49,1.38,4.78,128
edible,3.44,11.15,3.65,61
edible,5.34,11.28,10.85,76
edible,4.06,10.39,4.43,172
edible,5.5,11.23,5.5,32
edible,4.39,12.23,11.79,40
edible,1.59,1.65,5.31,60
edible,10.66,22.1,7.38,179
edible,6.76,12.18,5.82,120
edible,3.68,4.92,6.48,172
edible,17.61,21.21,6.78,63
edible,7.21,12.98,6.83,175
edible,3.51,6.03,4.04,127
edible,6.37,12.59,5.78,70
edible,5.95,5.18,5.03,13
edible,16.73,20.68,27.59,138
edible,1.32,1.27,5.24,123
edible,6.89,11.52,5.55,126
edible,1.51,1.92,6.27,69
edible,18.16,33.76,16.61,135
edible,1.45,1.55,4.88,169
edible,8.65,12.53,6.15,131
edible,1.24,1.06,5.97,91
edible,8.94,16.38,7.7,37
edible,7.13,13.53,3.56,141
edible,5.96,14.34,5.32,57
edible,7.66,14.43,5.56,96
edible,3.13,9.84,3.46,55
edible,7.09,10.34,5.51,75
edible,4.78,6.44,5.55,158
edible,3.61,6.21,5.89,148
edible,5.43,10.11,5.09,44
edible,13.19,24.68,7.52,183
edible,3.17,5.98,5.05,43
edible,6.8,14.59,5.73,187
edible,6.53,14.55,6.45,168
edible,15.4,16.55,18.53,125
edible,13.14,28.15,8.46,197
edible,6.56,12.43,5.28,89
edible,7.49,19.89,5.29,177
edible,6.31,17.94,7.07,141
edible,4.23,6.49,4.8,41
edible,12.05,25.56,5.21,91
edible,5.98,11.91,3.57,133
edible,3.5,6.69,6.41,198
edible,6.95,13.94,5.48,67
edible,8.53,13.52,7.28,47
edible,9.04,15.71,9.25,160
edible,2.87,4.84,3.92,104
edible,6.98,19.76,4.4,163
edible,8.01,13.8,6.59,109
edible,8.84,13.99,5.99,12
edible,7.93,12.6,9.14,166
edible,13.69,17.07,8.44,53
edible,7.52,12.5,6.11,100
edible,8.87,17.72,9.63,190
edible,4.76,10.19,6.75,127
edible,4.59,8.58,6.44,51
edible,6.89,9.68,5.6,29
edible,3.72,7.15,6.0,135
edible,9.97,21.13,6.48,177
edible,6.37,5.41,6.31,118
edible,15.0,24.67,7.7,184
edible,4.0,9.85,4.81,103
edible,6.93,15.51,6.03,100
edible,6.98,12.88,4.95,38
edible,7.49,9.06,5.25,113
edible,5.17,5.46,7.01,96
edible,5.44,5.71,5.17,12
edible,8.22,17.17,6.32,159
edible,5.18,14.89,8.17,67
edible,11.92,25.81,7.24,86
edible,8.65,19.8,7.02,29
edible,11.31,15.7,9.2,190
edible,9.55,13.21,6.33,180
edible,1.26,1.14,5.95,133
edible,5.13,10.68,5.14,12
edible,3.8,7.46,4.29,128
edible,6.34,17.48,5.82,153
edible,3.73,4.55,4.78,102
edible,9.58,23.49,5.69,105
edible,1.61,1.98,6.25,115
edible,3.95,5.89,7.65,161
edible,8.16,17.25,4.53,162
edible,4.84,4.06,6.15,7
edible,6.57,12.28,11.83,139
edible,5.9,7.15,6.89,104
edible,9.46,9.46,6.43,15
edible,7.56,16.37,5.4,164
edible,3.79,6.23,3.39,63
edible,8.5,17.72,6.88,144
edible,9.94,15.78,10.09,83
edible,7.6,13.15,8.59,42
edible,2.99,4.38,6.28,126
edible,6.7,7.92,3.23,156
edible,3.88,12.05,5.29,69
edible,13.81,25.19,7.92,150
edible,1.46,1.86,5.81,50
edible,18.69,36.36,16.04,129
edible,9.84,18.9,8.39,60
edible,5.37,6.22,4.29,195
edible,2.92,3.34,6.76,11
edible,23.1,24.15,8.58,109
edible,4.77,7.48,4.76,198
edible,9.84,13.88,2.33,44
edible,6.13,13.01,6.3,186
edible,11.49,27.19,8.22,163
edible,9.04,26.7,13.03,101
edible,5.65,12.63,4.71,56
edible,6.92,12.61,6.12,35
edible,7.79,12.85,6.84,166
edible,1.14,0.97,5.68,11
edible,10.26,13.47,8.45,148
edible,7.88,25.03,12.31,154
edible,19.38,72.64,18.14,185
edible,3.62,7.71,6.05,95
edible,5.88,4.89,6.36,21
edible,9.5,20.18,7.81,129
edible,44.43,17.25,4.22,8
edible,9.48,20.65,5.97,193
edible,2.89,2.82,6.87,126
edible,5.51,62.79,7.98,103
edible,9.45,12.93,9.79,184
edible,3.37,6.3,5.59,167
edible,7.83,13.59,6.63,176
edible,4.75,9.83,5.73,147
edible,7.57,14.65,6.37,65
edible,4.2,12.29,4.17,176
edible,3.64,6.44,5.58,25
edible,3.54,3.89,5.17,81
edible,7.71,14.97,8.28,51
edible,3.0,2.99,6.6,79
edible,7.18,13.37,8.94,53
edible,10.69,23.95,9.83,185
edible,3.35,3.11,4.99,31
edible,4.15,11.93,5.77,35
edible,5.88,3.9,6.19,176
edible,47.85,40.75,6.33,36
edible,0.93,0.93,5.35,162
edible,9.51,17.52,7.42,22
edible,6.86,13.06,5.15,129
edible,8.83,16.14,9.02,67
edible,3.46,7.64,6.42,132
edible,9.36,16.9,8.82,20
edible,6.97,13.8,5.97,167
edible,7.87,12.84,7.03,194
edible,45.55,35.88,5.05,141
edible,8.25,16.29,6.91,66
edible,7.54,19.41,3.44,43
edible,7.31,22.79,4.67,183
edible,1.07,0.97,5.27,119
edible,3.27,3.24,4.75,142
edible,3.87,7.37,5.74,184
edible,2.98,3.09,6.22,144
edible,4.21,3.35,5.49,76
edible,1.33,1.66,4.65,66
edible,6.75,9.99,5.34,135
edible,6.64,12.62,4.92,87
edible,4.72,7.87,4.88,127
edible,1.47,2.52,4.95,143
edible,4.96,11.27,3.58,140
edible,1.44,2.57,5.06,113
edible,4.77,13.07,4.88,126
edible,7.35,15.39,4.47,155
edible,14.67,23.47,7.79,123
edible,6.14,14.6,5.33,142
edible,7.56,15.37,8.88,22
edible,2.86,5.93,3.4,80
edible,7.4,16.03,8.87,171
edible,4.82,6.89,6.57,158
edible,11.56,24.0,5.92,15
edible,6.34,12.56,5.33,142
edible,8.86,23.89,5.04,135
edible,9.84,16.86,8.78,66
edible,11.69,17.06,2.74,75
edible,12.06,26.36,8.64,65
edible,6.91,8.07,5.37,136
edible,4.74,6.97,5.71,65
edible,5.38,10.99,11.98,140
edible,8.01,19.28,3.59,106
edible,3.37,4.2,5.79,17
edible,9.18,15.28,6.24,16
edible,6.52,17.43,8.37,39
edible,8.19,9.02,3.36,186
edible,5.85,9.48,6.76,55
edible,10.84,11.74,18.22,47
edible,4.42,10.03,8.33,115
edible,7.63,12.83,5.17,70
edible,2.25,3.0,5.85,19
edible,3.54,2.72,4.45,181
edible,4.62,3.48,5.89,166
edible,4.21,3.46,5.09,43
edible,3.4,7.22,5.94,30
edible,3.63,37.39,5.44,116
edible,7.5,10.39,3.77,180
edible,18.57,76.78,17.77,55
edible,4.65,18.65,5.18,115
edible,11.64,19.83,8.3,136
edible,8.38,20.05,4.66,102
edible,2.09,3.49,6.65,159
edible,1.36,1.5,3.07,123
edible,8.79,14.68,4.27,174
edible,3.06,6.22,5.29,60
edible,6.83,14.37,6.52,73
edible,3.69,6.63,5.99,150
edible,3.5,5.98,5.68,193
edible,11.65,22.72,7.34,8
edible,7.49,11.9,6.71,133
edible,5.42,11.94,12.34,54
edible,6.96,5.16,5.53,88
edible,3.7,4.88,7.8,74
edible,3.99,7.81,7.94,152
edible,11.17,25.21,6.45,24
edible,4.11,3.45,5.27,178
edible,3.15,4.69,4.39,31
edible,6.57,14.18,5.25,30
edible,1.37,2.04,6.03,164
edible,52.83,37.19,5.39,14
edible,11.4,18.65,7.17,86
edible,2.06,2.97,4.61,109
edible,16.35,19.25,5.98,144
edible,47.15,33.39,6.36,92
edible,6.61,12.81,12.94,28
edible,3.65,7.38,5.65,121
edible,5.91,13.72,6.62,183
edible,3.13,5.38,4.49,170
edible,6.92,12.51,6.08,50
edible,12.36,23.03,6.16,140
edible,11.23,17.29,8.78,59
edible,1.14,1.23,6.39,82
edible,6.98,10.97,6.15,163
edible,7.14,11.09,5.41,92
edible,15.03,19.04,11.8,20
edible,11.09,24.83,7.12,152
edible,7.51,13.45,10.09,42
edible,5.3,15.82,5.87,115
edible,1.32,1.43,4.71,19
edible,6.59,24.11,10.88,82
edible,8.18,20.65,7.77,80
edible,9.2,27.27,6.71,166
edible,4.7,8.25,6.52,76
edible,13.86,17.27,2.65,23
edible,4.77,12.39,4.63,124
edible,10.95,19.16,6.62,67
edible,11.56,24.73,6.94,109
edible,4.46,5.19,7.04,36
edible,14.02,21.92,6.94,114
edible,4.95,13.44,7.11,169
edible,5.68,14.27,6.73,198
edible,3.86,10.44,5.06,11
edible,12.51,20.5,8.0,180
edible,8.53,11.9,6.77,143
edible,7.07,11.8,5.39,91
edible,3.85,8.04,6.7,35
edible,6.59,7.44,4.96,176
edible,8.63,20.42,7.77,49
edible,8.03,9.89,5.92,60
edible,23.05,37.36,17.02,164
edible,2.84,3.32,4.52,153
edible,9.21,10.39,8.2,35
edible,48.81,38.09,5.99,5
edible,7.6,21.22,7.9,143
edible,9.64,22.26,8.83,97
edible,0.92,1.01,5.53,72
edible,7.41,20.99,7.65,40
edible,7.25,10.11,7.2,83
edible,5.33,9.6,4.78,191
edible,6.15,12.9,6.12,71
edible,8.32,10.79,6.47,188
edible,16.26,24.19,7.77,55
edible,4.42,10.34,5.09,161
edible,3.97,7.26,5.84,134
edible,10.23,25.57,6.11,10
edible,6.39,8.91,3.38,163
edible,15.97,32.9,14.24,58
edible,8.35,13.82,10.12,92
edible,7.69,25.9,7.24,172
edible,9.95,21.24,5.57,149
edible,8.36,18.66,6.7,9
edible,7.35,7.79,3.38,6
edible,6.88,8.84,5.57,62
edible,6.0,14.38,6.64,16
edible,7.57,9.28,5.64,9
edible,1.67,1.36,5.28,110
edible,10.12,18.88,9.04,192
edible,19.23,61.48,16.72,173
edible,6.66,23.82,11.64,152
edible,7.08,11.38,6.9,133
edible,4.45,4.42,6.19,60
edible,10.01,11.36,8.02,74
edible,19.41,20.81,24.9,60
edible,14.54,19.49,26.38,58
edible,16.6,24.34,6.66,143
edible,6.68,5.39,6.38,7
edible,5.78,11.49,7.71,99
edible,3.62,6.49,4.71,32
edible,5.79,6.65,6.72,115
edible,19.36,35.05,16.47,111
edible,7.31,11.01,6.77,124
edible,8.69,16.76,6.88,137
edible,4.48,18.28,4.14,128
edible,9.74,19.28,7.26,94
edible,14.94,16.55,24.71,20
edible,10.67,20.36,8.5,35
edible,9.18,12.0,7.82,32
edible,4.65,8.96,3.5,139
edible,4.52,6.47,5.01,141
edible,1.85,3.15,5.26,43
edible,9.51,9.78,6.43,175
edible,4.52,4.35,5.68,31
edible,12.03,23.64,5.21,80
edible,2.01,3.66,6.2,121
edible,6.77,15.24,6.75,93
edible,4.09,5.29,4.43,111
edible,3.04,2.72,6.19,126
edible,7.36,13.08,9.34,130
edible,9.05,17.31,4.63,102
edible,12.07,16.72,8.86,37
edible,19.51,34.0,17.7,95
edible,4.47,5.23,4.05,188
edible,0.95,1.12,6.02,124
edible,1.28,2.32,4.2,6
edible,5.69,11.05,3.68,146
edible,7.76,13.51,13.27,17
edible,6.74,6.17,7.48,28
edible,7.49,19.26,3.62,73
edible,10.57,16.14,9.83,38
edible,5.8,4.42,5.83,91
edible,5.38,51.11,6.69,23
edible,1.6,2.24,6.25,34
edible,5.36,12.41,5.06,53
edible,7.95,17.47,7.23,175
edible,9.34,22.13,8.31,148
edible,4.38,7.79,6.09,184
edible,1.61,1.72,5.23,118
edible,5.2,7.53,4.77,120
edible,6.23,6.47,5.65,181
edible,4.56,8.87,6.56,143
edible,2.58,2.79,3.95,82
edible,8.79,22.46,4.49,179
edible,8.57,15.14,7.72,39
edible,7.35,8.69,5.56,75
edible,8.61,9.31,3.58,161
edible,5.75,7.8,5.08,112
edible,6.41,12.21,5.3,58
edible,4.85,7.91,5.82,27
edible,9.4,26.2,5.93,156
edible,5.08,17.47,4.84,14
edible,9.02,11.19,7.78,65
edible,4.45,4.11,6.82,140
edible,9.2,14.07,10.77,52
edible,11.85,23.59,8.39,116
edible,10.9,17.62,6.32,130
edible,18.69,35.03,15.67,161
edible,7.17,8.05,3.35,91
edible,7.74,58.2,7.44,30
edible,1.19,1.75,6.12,169
edible,7.3,9.29,3.55,56
edible,3.57,6.4,4.31,170
edible,11.28,28.41,7.8,10
edible,8.88,10.33,3.56,12
edible,8.58,18.05,6.41,21
edible,13.36,25.84,6.54,80
edible,6.91,16.81,6.34,194
edible,5.22,7.07,3.77,38
edible,2.72,5.04,7.38,151
edible,6.4,13.83,6.43,74
edible,8.97,12.48,18.45,86
edible,4.52,11.65,5.42,122
edible,8.84,15.31,8.7,169
edible,10.08,25.36,7.87,42
edible,7.44,17.23,6.57,147
edible,8.22,24.28,6.62,106
edible,13.93,17.48,9.85,44
edible,1.82,3.21,3.62,141
edible,7.93,16.78,8.41,57
edible,6.44,12.87,6.04,122
edible,14.89,15.37,9.11,70
edible,12.49,16.68,2.52,84
edible,5.25,10.01,6.28,56
edible,5.97,7.66,3.99,133
edible,4.06,39.84,6.87,162
edible,13.17,20.74,5.06,128
edible,3.37,3.26,7.19,116
edible,9.55,12.74,7.87,5
edible,5.5,9.6,6.08,171
edible,1.91,2.73,5.38,20
edible,3.83,8.75,6.88,149
edible,10.1,22.86,5.15,116
edible,2.73,5.39,3.08,116
edible,9.37,18.77,9.03,106
edible,11.3,26.32,6.57,86
edible,12.29,23.15,7.4,154
edible,3.14,10.29,4.48,103
edible,12.43,14.29,9.59,163
edible,17.76,16.31,2.81,44
edible,6.81,12.72,7.18,159
edible,17.61,79.64,16.21,40
edible,6.37,18.79,5.47,129
edible,3.99,8.83,8.25,8
edible,5.19,7.54,4.55,122
edible,4.53,12.15,5.65,29
edible,9.03,17.69,7.07,99
edible,5.23,35.86,6.48,82
edible,12.69,28.73,9.19,162
edible,17.49,26.08,8.96,179
edible,5.75,11.34,11.72,16
edible,0.68,0.89,4.45,31
edible,8.02,15.55,5.05,177
edible,4.21,47.05,6.8,67
edible,19.77,21.36,28.32,59
edible,21.77,37.09,18.14,162
edible,9.98,14.99,9.02,86
edible,4.48,8.22,4.61,18
edible,1.87,3.16,6.24,60
edible,2.8,6.19,5.71,151
edible,1.48,2.45,5.05,90
edible,12.12,17.38,10.28,30
edible,8.09,16.19,4.49,96
edible,8.47,14.51,5.74,170
edible,6.95,15.96,8.55,40
edible,3.16,2.72,6.15,150
edible,8.94,27.7,6.01,189
edible,4.9,20.0,5.4,82
edible,7.92,14.69,7.16,116
edible,3.18,3.06,6.55,27
edible,10.33,24.5,8.35,123
edible,7.32,24.32,10.71,120
edible,5.11,11.19,4.54,146
edible,1.45,1.95,6.51,26
edible,10.64,24.66,5.82,32
edible,5.06,4.21,6.79,47
edible,5.94,15.41,6.21,80
edible,50.6,32.63,5.08,22
edible,10.65,15.64,8.47,104
edible,5.52,12.36,6.57,128
edible,0.84,0.84,4.75,113
edible,20.58,34.98,15.45,40
edible,1.46,1.39,4.43,129
edible,7.72,13.83,9.46,11
edible,4.24,11.26,5.51,27
edible,11.05,17.32,6.48,166
edible,8.29,26.91,11.7,121
edible,51.92,21.71,5.29,118
edible,7.12,16.0,4.52,100
edible,11.32,17.08,8.43,25
edible,9.62,22.59,7.91,74
edible,2.03,2.96,5.54,179
edible,7.16,13.95,7.61,57
edible,5.07,4.43,6.91,88
edible,6.31,14.25,6.69,110
edible,4.17,10.42,5.52,45
edible,3.27,6.73,4.73,164
edible,7.98,10.81,6.15,132
edible,12.96,17.7,12.32,146
edible,2.96,10.02,4.01,92
edible,3.5,9.88,4.49,107
edible,8.37,21.75,7.22,111
edible,4.74,7.52,5.91,21
edible,4.05,6.07,5.15,29
edible,3.35,6.78,5.98,68
edible,1.45,2.39,4.6,90
edible,1.25,2.26,4.4,123
edible,8.79,10.61,6.89,180
edible,3.95,7.34,6.09,39
edible,9.87,10.53,7.72,41
edible,53.91,32.97,6.51,59
edible,8.13,13.42,7.36,149
edible,3.49,7.54,6.69,160
edible,4.06,10.88,4.7,133
edible,3.66,3.65,7.34,57
edible,5.14,7.36,5.54,77
edible,7.47,24.74,5.33,187
edible,7.98,12.66,8.31,117
edible,3.41,3.44,3.7,193
edible,8.24,11.07,14.22,17
edible,8.3,32.57,7.6,51
edible,10.09,17.06,8.92,196
edible,2.5,5.56,2.82,164
edible,9.41,12.95,7.12,32
edible,4.66,3.87,5.93,57
edible,8.16,9.63,6.59,35
edible,11.12,23.6,4.91,12
edible,4.77,19.4,4.57,76
edible,6.63,10.73,6.85,128
edible,8.22,30.31,6.74,102
edible,8.27,12.6,21.35,91
edible,5.42,8.71,3.67,78
edible,5.59,8.44,5.12,105
edible,3.07,5.0,7.41,29
edible,11.36,16.32,2.63,119
edible,1.81,1.47,4.8,37
edible,3.69,7.09,5.98,139
edible,3.32,9.77,4.1,101
edible,1.42,1.5,4.8,198
edible,7.5,13.02,9.69,116
edible,4.57,10.84,5.18,178
edible,5.43,8.76,3.41,100
edible,4.23,8.2,3.81,9
edible,7.06,11.39,4.88,125
edible,4.79,6.48,4.15,114
edible,5.54,10.14,5.09,21
edible,1.36,1.78,4.86,80
edible,8.56,26.98,5.8,56
edible,7.21,9.17,3.63,144
edible,3.02,3.17,4.52,66
edible,5.52,13.87,6.78,167
edible,7.36,9.9,3.55,194
edible,10.46,17.6,8.76,25
edible,18.2,20.71,24.66,89
edible,1.54,1.34,4.46,198
edible,6.25,4.84,6.17,185
edible,11.19,19.17,4.92,25
edible,0.92,0.83,5.07,147
edible,22.37,72.62,15.23,155
edible,1.09,0.95,5.67,132
edible,4.58,7.83,6.06,163
edible,6.23,9.12,4.77,58
edible,3.17,3.0,6.78,187
edible,1.7,2.57,4.91,30
edible,7.1,13.33,6.51,57
edible,3.56,3.21,5.22,70
edible,5.42,5.61,6.55,171
edible,4.96,6.79,5.69,11
edible,22.68,68.65,17.32,171
edible,4.66,3.36,6.19,36
edible,16.01,18.87,25.44,158
edible,11.82,12.34,17.56,91
edible,8.87,14.56,8.88,161
edible,3.26,6.78,5.93,157
edible,4.93,6.65,7.59,188
edible,5.71,8.98,6.03,163
edible,18.33,58.57,15.54,198
edible,3.85,7.69,7.54,6
edible,18.2,22.39,31.8,179
edible,10.51,21.89,8.39,79
edible,6.25,14.46,6.63,33
edible,7.79,18.96,4.94,131
edible,9.63,13.8,8.68,53
edible,9.68,16.12,8.44,36
edible,9.0,14.56,4.64,162
edible,6.81,22.92,11.41,19
edible,2.27,3.2,5.01,66
edible,12.58,16.64,9.02,82
edible,5.41,7.01,4.39,21
edible,3.68,3.16,5.09,26
edible,9.92,22.33,6.24,162
edible,2.37,4.78,6.14,85
edible,6.79,14.8,4.46,148
edible,7.34,17.23,6.33,184
edible,4.15,3.38,4.7,12
edible,4.27,10.63,8.04,196
edible,4.3,3.91,6.43,171
edible,5.13,19.02,4.65,35
edible,3.44,5.87,5.31,16
edible,7.72,16.45,4.86,37
edible,10.24,14.41,4.5,190
edible,7.76,12.07,7.71,16
edible,1.39,1.7,3.71,29
edible,6.14,6.15,6.3,170
edible,2.69,5.83,3.87,52
edible,7.48,21.04,8.65,87
edible,11.97,17.84,6.04,59
edible,4.42,4.12,7.24,135
edible,8.19,14.57,8.83,129
edible,12.02,15.56,2.54,73
edible,11.15,24.1,7.15,167
edible,11.66,23.43,7.46,55
edible,5.27,13.36,4.17,31
edible,9.29,19.39,4.71,169
edible,10.9,17.17,8.45,148
edible,6.44,13.51,7.16,29
edible,6.39,9.74,6.83,37
edible,3.92,7.08,6.14,66
edible,14.95,26.31,8.93,149
edible,7.63,12.11,4.05,175
edible,8.8,30.82,6.72,34
edible,6.8,13.31,5.05,45
edible,2.98,3.08,6.11,121
edible,8.07,13.51,9.95,8
edible,4.19,3.07,4.39,70
edible,4.5,3.79,6.35,64
edible,6.73,12.05,5.96,141
edible,4.95,6.85,5.82,35
edible,6.47,11.03,5.15,93
edible,6.32,16.79,7.14,104
edible,18.01,36.38,15.49,123
edible,7.42,9.89,5.17,73
edible,3.55,7.11,4.42,156
edible,7.46,22.52,12.15,28
edible,7.7,21.64,5.75,177
edible,4.01,9.63,8.19,169
edible,6.27,5.62,6.75,190
edible,1.45,2.24,6.64,27
edible,10.13,15.57,7.6,167
edible,4.97,14.64,7.52,67
edible,1.53,2.42,5.3,122
edible,5.26,12.97,7.09,118
edible,1.52,1.39,4.8,10
edible,2.49,2.55,4.61,10
edible,8.78,17.25,5.2,34
edible,5.25,4.73,4.91,5
edible,5.6,9.36,5.3,67
edible,9.08,16.06,7.93,140
edible,7.75,13.13,9.19,32
edible,11.13,22.53,4.94,93
edible,10.16,22.28,6.48,165
edible,1.26,1.85,4.66,57
edible,43.08,18.92,5.35,42
edible,10.02,21.37,6.76,56
edible,4.18,3.86,3.33,82
edible,7.83,11.91,6.91,143
edible,14.43,22.13,6.34,134
edible,1.14,1.69,3.21,57
edible,7.28,12.43,6.22,98
edible,12.6,12.15,18.71,98
edible,1.83,1.45,4.92,11
edible,7.45,14.31,3.86,71
edible,3.6,6.92,6.42,141
edible,11.74,16.94,5.3,120
edible,7.82,14.78,3.43,195
edible,3.04,7.36,6.36,143
edible,1.63,2.61,7.5,41
edible,8.15,12.89,6.44,146
edible,1.85,2.37,6.23,151
edible,17.0,23.88,7.86,12
edible,1.4,1.9,5.53,139
edible,4.54,4.17,6.7,63
edible,0.78,1.37,2.8,127
edible,4.18,9.73,4.72,195
edible,7.69,15.46,4.74,11
edible,4.69,18.52,4.76,124
edible,7.7,16.2,6.78,187
edible,4.98,15.0,4.83,7
edible,5.48,10.61,3.6,71
edible,6.22,13.78,7.54,22
edible,9.3,13.78,10.34,49
